wekalp_ref,BUSINESS_DATE,LOAN_NUM,MATURITY_DATE,START_DATE,OUTSTANDING_PRINCIPAL_AMOUNT,OUTSTANDING_INTEREST_AMOUNT,CURRENCY,BRANCH,PURPOSE,CUSTOMER_CODE,COUNTERPARTY_TYPE,SECURED_IND,PRODUCT TYPE,CUSTOMER NAME,ORG_DESC,INDUSTRY_DESC,CUSTOMER_TYPE,TOT_OUT_AMT_INR,LR_BUCKET,SYSTEM_ASSET_CLASSIFICATION,Asset Classification ID
wekalp_ref206,20221231,DEL-EUR-CC-41231-159,20250331,20200301,1716099.86,9844.39,EUR,DEL,LA,CUST-41231,Financial Institution,Y,CC,ABC2168,Aviation,Fertilizer,LARGE,152116096.47375,Over 1 Year and upto 3 years,STANDARD,5
wekalp_ref207,20221231,DUB-GBP-CM-56062-160,20250331,20200301,837212.18,8355.27,GBP,DUB,MM,CUST-56062,Cooperative Bank,N,CM,ABC2078,Others,Iron and Steel,SMALL,84157214.379875,More than 2 months and upto 3 months,SUB-STANDARD,4
wekalp_ref208,20221231,DEL-INR-CC-73238-162,20250331,20200301,482559.03,6723.77,INR,DEL,LA,CUST-73238,Corporate,N,CC,ABC4827,Others,Sugar,MICRO,489282.8,Over 1 Year and upto 3 years,STANDARD,2
wekalp_ref209,20221231,DUB-EUR-OD-41672-163,20250331,20200301,-373349.19,-8070.5,EUR,DUB,LA,CUST-41672,Corporate,Y,OD,ABC6301,Aviation,Iron and Steel,MEDIUM,-33616424.37815,More than 2 months and upto 3 months,SUB-STANDARD,3
wekalp_ref210,20221231,DUB-GBP-CM-31347-164,20250331,20200301,1963392.21,5319.69,GBP,DUB,MM,CUST-31347,Cooperative Bank,Y,CM,ABC3677,Aviation,Wood,SMALL,195940973.62725,8-14 Days,STANDARD,5
wekalp_ref211,20221231,DEL-INR-OD-34666-165,20250331,20200301,-907578.41,-7742.22,INR,DEL,LA,CUST-34666,Corporate,Y,OD,ABC932,Software,Leather,SMALL,-915320.63,Over 1 Year and upto 3 years,STANDARD,3
wekalp_ref212,20221231,DUB-INR-CM-39839-167,20250331,20200301,96163.75,14853.6,INR,DUB,LA,CUST-39839,Individual,Y,CM,ABC2683,Housing Finance,Food Processing,MICRO,111017.35,Over 15 years,STANDARD,5
wekalp_ref213,20221231,DUB-GBP-TL-12069-168,20250331,20200301,1970796.27,7194.43,GBP,DUB,LA,CUST-12069,Financial Institution,N,TL,ABC6472,Housing Finance,Tea,MEDIUM,196864469.39425,More than 2 months and upto 3 months,STANDARD,4
wekalp_ref214,20221231,DEL-USD-CM-38399-169,20250331,20200301,1529659.62,17742.84,USD,DEL,LA,CUST-38399,Corporate,N,CM,ABC3918,Tourism,Electronics,MICRO,128008868.5035,31 Days and upto 2 months,STANDARD,1
wekalp_ref215,20221231,DUB-EUR-TL-13770-171,20250331,20200301,638991.49,10168.71,EUR,DUB,LA,CUST-13770,Individual,N,TL,ABC1392,Tourism,Wood,LARGE,57213734.227,Over 1 Year and upto 3 years,STANDARD,3
wekalp_ref216,20221231,MUM-INR-OD-39446-172,20250331,20200301,-800706.06,-14485.77,INR,MUM,MM,CUST-39446,Financial Institution,Y,OD,ABC9781,Real Estate,Telecommunication,MICRO,-815191.8300000001,Over 6 Months and upto 1 year,STANDARD,3
wekalp_ref217,20221231,DUB-USD-OD-20793-173,20250331,20200301,-1313961.08,-10235.95,USD,DUB,LA,CUST-20793,Cooperative Bank,Y,OD,ABC337,Software,Wood,MEDIUM,-109544199.30675,15-30 Days,DOUBTFUL,2
wekalp_ref218,20221231,MUM-INR-OD-27980-174,20250331,20200301,-193812.67,-10965.68,INR,MUM,LA,CUST-27980,Corporate,N,OD,ABC4036,Real Estate,Man Made Textiles,MICRO,-204778.35,Over 3 Years and upto 5 years,SUB-STANDARD,5
wekalp_ref219,20221231,MUM-INR-OD-54521-175,20250331,20200301,-132250.62,-19451.47,INR,MUM,LA,CUST-54521,Cooperative Bank,N,OD,ABC5292,Agriculture,Man Made Textiles,LARGE,-151702.09,More than 2 months and upto 3 months,STANDARD,2
wekalp_ref220,20221231,DUB-INR-OD-26210-176,20250331,20200301,-437290.26,-3229.39,INR,DUB,LA,CUST-26210,Cooperative Bank,Y,OD,ABC2092,Transport,Telecommunication,SMALL,-440519.65,Over 3 Months and upto 6 months,SUB-STANDARD,4
wekalp_ref221,20221231,MUM-EUR-OD-52153-177,20250331,20200301,-1041923.28,-14113.98,EUR,MUM,LA,CUST-52153,Cooperative Bank,N,OD,ABC3130,Tourism,Others,MICRO,-93073843.91010001,2-7 Days,DOUBTFUL,5
wekalp_ref222,20221231,DEL-EUR-CC-70992-178,20250331,20200301,780876.88,15751.42,EUR,DEL,LA,CUST-70992,Individual,Y,CC,ABC4767,Transport,Telecommunication,SMALL,70210835.2205,Over 10 year and up to 15 years,DOUBTFUL,5
wekalp_ref223,20221231,DEL-INR-OD-75037-179,20250331,20200301,-425440.6,-10010.51,INR,DEL,MM,CUST-75037,Overseas Bank,N,OD,ABC7945,Aviation,Railways,MEDIUM,-435451.11,2-7 Days,STANDARD,5
wekalp_ref224,20221231,MUM-GBP-TL-33196-181,20250331,20200301,1219842.14,3308.49,GBP,MUM,LA,CUST-33196,Individual,N,TL,ABC3155,Software,Sugar,SMALL,121737124.32732499,31 Days and upto 2 months,STANDARD,5
wekalp_ref225,20221231,DEL-GBP-CM-44174-184,20250331,20200301,819918.25,9541.82,GBP,DEL,LA,CUST-44174,Individual,N,CM,ABC7250,Others,Iron and Steel,SMALL,82554087.116925,8-14 Days,STANDARD,4
wekalp_ref226,20221231,MUM-USD-CC-56903-187,20250331,20200301,1929593.4,13230.01,USD,MUM,LA,CUST-56903,Individual,N,CC,ABC9908,Housing Finance,Iron and Steel,MEDIUM,160720066.59225,More than 2 months and upto 3 months,STANDARD,4
wekalp_ref227,20221231,MUM-INR-TL-65855-188,20250331,20200301,1076760.32,10206.29,INR,MUM,MM,CUST-65855,Financial Institution,Y,TL,ABC9634,Housing Finance,Others,SMALL,1086966.61,Over 10 year and up to 15 years,STANDARD,3
wekalp_ref228,20221231,DUB-EUR-CM-37588-190,20250331,20200301,1026270.74,9798.91,EUR,DUB,LA,CUST-37588,Individual,Y,CM,ABC4709,Housing Finance,Man Made Textiles,LARGE,91313998.60275,31 Days and upto 2 months,STANDARD,5
wekalp_ref229,20221231,MUM-GBP-TL-43558-191,20250331,20200301,1307496.37,9021.72,GBP,MUM,LA,CUST-43558,Individual,Y,TL,ABC355,Agriculture,Telecommunication,SMALL,131029754.20247501,Over 10 year and up to 15 years,SUB-STANDARD,3
wekalp_ref230,20221231,DEL-USD-OD-38993-197,20250331,20200301,-1969358.57,-5355.28,USD,DEL,MM,CUST-38993,Overseas Bank,Y,OD,ABC4285,Individual,Railways,LARGE,-163358203.24125,Over 5 years and upto 7 years,STANDARD,4
wekalp_ref231,20221231,MUM-INR-CC-56937-198,20250331,20200301,1424982.38,17286.02,INR,MUM,MM,CUST-56937,Overseas Bank,N,CC,ABC1531,Aviation,Electronics,MICRO,1442268.4,8-14 Days,STANDARD,4
wekalp_ref232,20221231,DEL-GBP-OD-25702-202,20250331,20200301,-1135504.32,-13475.23,GBP,DEL,LA,CUST-25702,Individual,Y,OD,ABC849,Housing Finance,Leather,MEDIUM,-114355062.16262501,Over 5 years and upto 7 years,STANDARD,5
wekalp_ref233,20221231,DUB-EUR-CC-35417-203,20250331,20200301,1765978.37,19451.47,EUR,DUB,LA,CUST-35417,Corporate,Y,CC,ABC4062,Aviation,Food Processing,LARGE,157358858.94840002,Over 5 years and upto 7 years,SUB-STANDARD,4
wekalp_ref234,20221231,DUB-USD-TL-61134-204,20250331,20200301,1113430.58,17717.13,USD,DUB,MM,CUST-61134,Cooperative Bank,N,TL,ABC5431,Shipping,Man Made Textiles,MICRO,93574194.30974999,Day - 1,SUB-STANDARD,5
wekalp_ref235,20221231,DEL-USD-TL-41634-205,20250331,20200301,494592.6,7097.53,USD,DEL,MM,CUST-41634,Cooperative Bank,Y,TL,ABC2200,Software,Tea,MICRO,41502316.00425,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref236,20221231,DEL-USD-OD-61179-206,20250331,20200301,-353102.73,-18749.43,USD,DEL,MM,CUST-61179,Financial Institution,Y,OD,ABC7114,Software,Electronics,MICRO,-30761469.936,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref237,20221231,DEL-USD-OD-73126-207,20250331,20200301,-1590646.19,-15237.25,USD,DEL,LA,CUST-73126,Financial Institution,Y,OD,ABC9898,Aviation,Telecommunication,LARGE,-132846707.57399997,More than 2 months and upto 3 months,SUB-STANDARD,4
wekalp_ref238,20221231,DUB-USD-CC-78227-209,20250331,20200301,743423.5,15090.91,USD,DUB,LA,CUST-78227,Individual,Y,CC,ABC4147,Shipping,Tea,LARGE,62748104.56725,Over 3 Years and upto 5 years,STANDARD,1
wekalp_ref239,20221231,DEL-INR-CM-63925-210,20250331,20200301,1614027.11,10963.7,INR,DEL,LA,CUST-63925,Financial Institution,Y,CM,ABC5229,Individual,Food Processing,MEDIUM,1624990.81,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref240,20221231,DUB-GBP-CM-23462-211,20250331,20200301,871234.45,15425.12,GBP,DUB,LA,CUST-23462,Overseas Bank,N,CM,ABC7011,Agriculture,Fertilizer,SMALL,88247010.353175,Over 10 year and up to 15 years,SUB-STANDARD,5
wekalp_ref241,20221231,MUM-USD-OD-45631-212,20250331,20200301,-889602.21,-15634.74,USD,MUM,LA,CUST-45631,Financial Institution,N,OD,ABC4253,Agriculture,Telecommunication,LARGE,-74885726.68874998,2-7 Days,STANDARD,5
wekalp_ref242,20221231,DUB-EUR-OD-42725-213,20250331,20200301,-119667.28,-12276.81,EUR,DUB,LA,CUST-42725,Overseas Bank,Y,OD,ABC3280,Software,Leather,SMALL,-11628892.37215,Day - 1,STANDARD,5
wekalp_ref243,20221231,DUB-INR-CC-74354-215,20250331,20200301,1679287.23,6437.02,INR,DUB,LA,CUST-74354,Individual,Y,CC,ABC9979,Software,Telecommunication,MICRO,1685724.25,Over 7 years and up to 10 years,STANDARD,3
wekalp_ref244,20221231,DEL-EUR-CC-76048-216,20250331,20200301,1733451.15,9632.79,EUR,DEL,LA,CUST-76048,Individual,Y,CC,ABC4881,Transport,Others,MICRO,153626703.0519,Over 3 Months and upto 6 months,STANDARD,4
wekalp_ref245,20221231,MUM-USD-TL-21579-217,20250331,20200301,419320.0,19481.13,USD,MUM,LA,CUST-21579,Individual,N,TL,ABC4539,Transport,Food Processing,MICRO,36299823.47925,Over 10 year and up to 15 years,STANDARD,3
wekalp_ref246,20221231,DUB-INR-CM-65229-218,20250331,20200301,1257639.62,16293.28,INR,DUB,LA,CUST-65229,Overseas Bank,N,CM,ABC8688,Shipping,Food Processing,MICRO,1273932.9000000001,Over 15 years,SUB-STANDARD,5
wekalp_ref247,20221231,DUB-INR-OD-48985-222,20250331,20200301,-779237.46,-18591.22,INR,DUB,MM,CUST-48985,Cooperative Bank,Y,OD,ABC7327,Housing Finance,Iron and Steel,SMALL,-797828.6799999999,15-30 Days,STANDARD,3
wekalp_ref248,20221231,MUM-EUR-OD-35488-224,20250331,20200301,-1233319.35,-10279.46,EUR,MUM,LA,CUST-35488,Cooperative Bank,Y,OD,ABC9867,Real Estate,Sugar,LARGE,-109604581.11935002,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref249,20221231,DEL-INR-TL-40717-225,20250331,20200301,299512.3,7433.72,INR,DEL,LA,CUST-40717,Corporate,Y,TL,ABC8247,Others,Electronics,MICRO,306946.02,Over 10 year and up to 15 years,STANDARD,4
wekalp_ref250,20221231,DEL-USD-TL-38333-226,20250331,20200301,556587.73,7324.95,USD,DEL,LA,CUST-38333,Corporate,N,TL,ABC8755,Shipping,Iron and Steel,SMALL,46649676.452999994,8-14 Days,DOUBTFUL,3
wekalp_ref251,20221231,DUB-INR-OD-27489-227,20250331,20200301,-1716691.16,-15359.86,INR,DUB,MM,CUST-27489,Overseas Bank,Y,OD,ABC2953,Aviation,Tea,SMALL,-1732051.02,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref252,20221231,DUB-INR-OD-55467-228,20250331,20200301,-1108514.31,-8341.43,INR,DUB,LA,CUST-55467,Corporate,N,OD,ABC5500,Transport,Tea,SMALL,-1116855.74,More than 2 months and upto 3 months,SUB-STANDARD,4
wekalp_ref253,20221231,DUB-USD-TL-66566-229,20250331,20200301,968290.09,7904.38,USD,DUB,LA,CUST-66566,Individual,N,TL,ABC471,Shipping,Iron and Steel,SMALL,80755687.53074999,Day - 1,DOUBTFUL,1
wekalp_ref254,20221231,MUM-USD-TL-63196-230,20250331,20200301,1881656.88,12334.16,USD,MUM,LA,CUST-63196,Individual,N,TL,ABC498,Agriculture,Telecommunication,SMALL,156680408.78399998,8-14 Days,SUB-STANDARD,3
wekalp_ref255,20221231,MUM-GBP-OD-55856-231,20250331,20200301,-1376622.66,-18334.14,GBP,MUM,LA,CUST-55856,Overseas Bank,Y,OD,ABC67,Real Estate,Food Processing,MICRO,-138836562.912,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref256,20221231,DUB-INR-CM-73048-233,20250331,20200301,309900.53,13910.29,INR,DUB,LA,CUST-73048,Overseas Bank,N,CM,ABC1391,Shipping,Sugar,MICRO,323810.82,Over 1 Year and upto 3 years,STANDARD,2
wekalp_ref257,20221231,DEL-EUR-CM-76689-234,20250331,20200301,921126.8,11467.98,EUR,DEL,MM,CUST-76689,Financial Institution,N,CM,ABC8252,Housing Finance,Railways,MICRO,82194240.93530001,8-14 Days,STANDARD,2
wekalp_ref258,20221231,MUM-USD-TL-29195-235,20250331,20200301,199707.83,13712.54,USD,MUM,LA,CUST-29195,Cooperative Bank,Y,TL,ABC4736,Transport,Sugar,MICRO,17655200.10825,31 Days and upto 2 months,STANDARD,4
wekalp_ref259,20221231,MUM-INR-CC-10371-238,20250331,20200301,1245167.03,12278.79,INR,MUM,LA,CUST-10371,Financial Institution,N,CC,ABC6182,Shipping,Leather,MICRO,1257445.82,Over 6 Months and upto 1 year,STANDARD,4
wekalp_ref260,20221231,DUB-INR-TL-67510-239,20250331,20200301,675728.98,16496.97,INR,DUB,LA,CUST-67510,Individual,Y,TL,ABC2954,Agriculture,Iron and Steel,SMALL,692225.95,Over 1 Year and upto 3 years,DOUBTFUL,4
wekalp_ref261,20221231,DEL-INR-CM-27749-242,20250331,20200301,1330727.0,3172.04,INR,DEL,LA,CUST-27749,Cooperative Bank,N,CM,ABC6254,Others,Telecommunication,MEDIUM,1333899.04,8-14 Days,STANDARD,3
wekalp_ref262,20221231,MUM-EUR-OD-49188-243,20250331,20200301,-167639.4,-11600.48,EUR,MUM,LA,CUST-49188,Overseas Bank,N,OD,ABC464,Tourism,Food Processing,SMALL,-15797306.8238,Over 5 years and upto 7 years,SUB-STANDARD,1
wekalp_ref263,20221231,MUM-EUR-CM-42441-245,20250331,20200301,171687.51,12965.01,EUR,MUM,LA,CUST-42441,Corporate,N,CM,ABC9481,Agriculture,Electronics,MICRO,16274349.850200003,15-30 Days,STANDARD,5
wekalp_ref264,20221231,MUM-GBP-TL-25722-246,20250331,20200301,503007.2,15666.38,GBP,MUM,LA,CUST-25722,Financial Institution,Y,TL,ABC4193,Shipping,Fertilizer,MICRO,51622284.73345,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref265,20221231,MUM-INR-CC-59163-248,20250331,20200301,1197546.91,9440.96,INR,MUM,LA,CUST-59163,Corporate,Y,CC,ABC6705,Tourism,Sugar,LARGE,1206987.8699999999,Over 7 years and up to 10 years,SUB-STANDARD,5
wekalp_ref266,20221231,DUB-GBP-TL-43388-249,20250331,20200301,892966.07,8968.32,GBP,DUB,LA,CUST-43388,Cooperative Bank,N,TL,ABC3736,Housing Finance,Sugar,LARGE,89767275.00072499,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref267,20221231,MUM-USD-CM-50630-250,20250331,20200301,1924404.23,10655.2,USD,MUM,LA,CUST-50630,Overseas Bank,Y,CM,ABC4727,Agriculture,Leather,SMALL,160077791.34675,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref268,20221231,DEL-INR-OD-46495-251,20250331,20200301,-867625.37,-9535.89,INR,DEL,LA,CUST-46495,Corporate,Y,OD,ABC4207,Individual,Man Made Textiles,LARGE,-877161.26,Over 3 Years and upto 5 years,STANDARD,1
wekalp_ref269,20221231,DUB-INR-TL-51396-252,20250331,20200301,1729681.88,6482.51,INR,DUB,MM,CUST-51396,Cooperative Bank,N,TL,ABC9740,Aviation,Tea,SMALL,1736164.39,Over 6 Months and upto 1 year,STANDARD,3
wekalp_ref270,20221231,MUM-INR-CC-78274-253,20250331,20200301,863306.34,17624.19,INR,MUM,LA,CUST-78274,Cooperative Bank,N,CC,ABC8088,Transport,Iron and Steel,MEDIUM,880930.5299999999,15-30 Days,SUB-STANDARD,3
wekalp_ref271,20221231,DEL-USD-TL-11124-254,20250331,20200301,391183.0,2810.14,USD,DEL,MM,CUST-11124,Financial Institution,N,TL,ABC2756,Others,Tea,MICRO,32593082.5065,15-30 Days,SUB-STANDARD,3
wekalp_ref272,20221231,DUB-INR-CC-61719-256,20250331,20200301,1641094.23,16439.62,INR,DUB,LA,CUST-61719,Cooperative Bank,Y,CC,ABC881,Others,Food Processing,SMALL,1657533.85,8-14 Days,STANDARD,5
wekalp_ref273,20221231,DEL-USD-OD-73872-257,20250331,20200301,-1121162.91,-6976.9,USD,DEL,MM,CUST-73872,Overseas Bank,Y,OD,ABC7476,Agriculture,Others,LARGE,-93325365.78224997,Over 15 years,STANDARD,5
wekalp_ref274,20221231,DUB-USD-OD-29500-258,20250331,20200301,-1946404.8,-16518.72,USD,DUB,LA,CUST-29500,Overseas Bank,Y,OD,ABC3215,Transport,Food Processing,SMALL,-162382848.192,Over 3 Years and upto 5 years,STANDARD,3
wekalp_ref275,20221231,MUM-USD-TL-65221-259,20250331,20200301,1957558.35,10748.14,USD,MUM,LA,CUST-65221,Corporate,N,TL,ABC7854,Agriculture,Others,SMALL,162828154.38525,2-7 Days,STANDARD,4
wekalp_ref276,20221231,MUM-INR-OD-46703-260,20250331,20200301,-572343.11,-13550.37,INR,MUM,MM,CUST-46703,Financial Institution,Y,OD,ABC1701,Tourism,Telecommunication,MEDIUM,-585893.48,15-30 Days,SUB-STANDARD,5
wekalp_ref277,20221231,DUB-INR-CC-18518-262,20250331,20200301,67326.69,13572.13,INR,DUB,LA,CUST-18518,Individual,Y,CC,ABC5331,Aviation,Others,LARGE,80898.82,15-30 Days,STANDARD,5
wekalp_ref278,20221231,DUB-INR-OD-66538-264,20250331,20200301,-1654684.16,-4682.91,INR,DUB,MM,CUST-66538,Overseas Bank,Y,OD,ABC3489,Tourism,Leather,MICRO,-1659367.0699999998,31 Days and upto 2 months,DOUBTFUL,5
wekalp_ref279,20221231,DEL-GBP-CC-61006-266,20250331,20200301,1649040.15,7117.31,GBP,DEL,LA,CUST-61006,Overseas Bank,Y,CC,ABC6240,Real Estate,Railways,SMALL,164833211.60015,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref280,20221231,DUB-USD-OD-64216-267,20250331,20200301,-38847.57,-6976.9,USD,DUB,MM,CUST-64216,Financial Institution,N,OD,ABC2164,Individual,Iron and Steel,SMALL,-3790829.28075,Over 1 Year and upto 3 years,STANDARD,5
wekalp_ref281,20221231,DUB-INR-TL-14226-269,20250331,20200301,1627227.45,10273.52,INR,DUB,LA,CUST-14226,Financial Institution,Y,TL,ABC943,Aviation,Tea,SMALL,1637500.97,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref282,20221231,MUM-GBP-CC-39793-271,20250331,20200301,1279804.33,3330.24,GBP,MUM,LA,CUST-39793,Individual,N,CC,ABC5455,Aviation,Sugar,MICRO,127707175.91567501,8-14 Days,STANDARD,4
wekalp_ref283,20221231,MUM-USD-CC-52147-272,20250331,20200301,860968.84,16192.42,USD,MUM,LA,CUST-52147,Corporate,Y,CC,ABC6456,Tourism,Man Made Textiles,MEDIUM,72563165.23349999,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref284,20221231,DEL-EUR-CC-48641-273,20250331,20200301,1614826.05,4997.34,EUR,DEL,LA,CUST-48641,Financial Institution,Y,CC,ABC8271,Transport,Electronics,SMALL,142763134.47765002,Over 10 year and up to 15 years,STANDARD,5
wekalp_ref285,20221231,DUB-EUR-OD-11871-274,20250331,20200301,-1200186.98,-7230.03,EUR,DUB,LA,CUST-11871,Financial Institution,Y,OD,ABC1319,Tourism,Fertilizer,SMALL,-106415698.17635001,15-30 Days,SUB-STANDARD,5
wekalp_ref286,20221231,DUB-INR-TL-77737-275,20250331,20200301,137153.04,5329.58,INR,DUB,LA,CUST-77737,Corporate,N,TL,ABC7334,Housing Finance,Iron and Steel,SMALL,142482.62,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref287,20221231,DEL-USD-OD-74925-277,20250331,20200301,-1051419.62,-19409.94,USD,DEL,LA,CUST-74925,Financial Institution,Y,OD,ABC7421,Aviation,Railways,SMALL,-88584375.351,Over 6 Months and upto 1 year,STANDARD,3
wekalp_ref288,20221231,DUB-EUR-OD-72395-279,20250331,20200301,-516506.16,-19465.31,EUR,DUB,LA,CUST-72395,Cooperative Bank,Y,OD,ABC3189,Aviation,Leather,SMALL,-47237845.50845,15-30 Days,STANDARD,4
wekalp_ref289,20221231,MUM-GBP-TL-15022-281,20250331,20200301,1247285.01,19069.8,GBP,MUM,LA,CUST-15022,Individual,N,TL,ABC1082,Real Estate,Fertilizer,SMALL,126037128.35227501,8-14 Days,STANDARD,2
wekalp_ref290,20221231,DEL-GBP-OD-10286-283,20250331,20200301,-60233.11,-14715.17,GBP,DEL,LA,CUST-10286,Cooperative Bank,N,OD,ABC8653,Tourism,Wood,SMALL,-7459414.9377,15-30 Days,STANDARD,5
wekalp_ref291,20221231,DEL-GBP-CM-42344-288,20250331,20200301,998653.85,4299.26,GBP,DEL,LA,CUST-42344,Overseas Bank,Y,CM,ABC4472,Individual,Tea,MEDIUM,99821415.655525,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref292,20221231,MUM-GBP-OD-44129-294,20250331,20200301,-1593944.79,-4384.29,GBP,MUM,LA,CUST-44129,Financial Institution,N,OD,ABC7178,Transport,Others,MICRO,-159077697.5097,15-30 Days,STANDARD,5
wekalp_ref293,20221231,DEL-INR-TL-12657-297,20250331,20200301,1605743.03,9478.54,INR,DEL,MM,CUST-12657,Financial Institution,N,TL,ABC2724,Aviation,Leather,SMALL,1615221.57,Over 1 Year and upto 3 years,STANDARD,1
wekalp_ref294,20221231,DEL-EUR-TL-36866-298,20250331,20200301,1539021.48,12529.94,EUR,DEL,LA,CUST-36866,Corporate,N,TL,ABC982,Agriculture,Others,SMALL,136745984.4017,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref295,20221231,DEL-INR-OD-27292-300,20250331,20200301,-657899.13,-2818.05,INR,DEL,LA,CUST-27292,Individual,Y,OD,ABC1005,Individual,Leather,SMALL,-660717.18,15-30 Days,STANDARD,5
wekalp_ref296,20221231,DUB-GBP-CC-79234-301,20250331,20200301,1533604.89,17887.21,GBP,DUB,LA,CUST-79234,Individual,N,CC,ABC6821,Real Estate,Food Processing,MEDIUM,154416129.98275,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref297,20221231,DUB-GBP-TL-69568-302,20250331,20200301,1770969.78,9381.64,GBP,DUB,LA,CUST-69568,Cooperative Bank,N,TL,ABC723,Agriculture,Man Made Textiles,MICRO,177193925.95405,15-30 Days,STANDARD,2
wekalp_ref298,20221231,DEL-EUR-CM-45981-303,20250331,20200301,184703.93,8962.39,EUR,DEL,MM,CUST-45981,Cooperative Bank,Y,CM,ABC1193,Individual,Iron and Steel,LARGE,17068781.1132,Day - 1,STANDARD,4
wekalp_ref299,20221231,DUB-INR-CM-39400-304,20250331,20200301,970835.24,17371.06,INR,DUB,MM,CUST-39400,Financial Institution,N,CM,ABC6169,Aviation,Telecommunication,SMALL,988206.3,Over 3 Years and upto 5 years,STANDARD,4
wekalp_ref300,20221231,DUB-EUR-CM-78804-305,20250331,20200301,128295.46,13578.06,EUR,DUB,MM,CUST-78804,Overseas Bank,N,CM,ABC1473,Housing Finance,Sugar,SMALL,12504022.685200002,8-14 Days,SUB-STANDARD,5
wekalp_ref301,20221231,MUM-INR-TL-67355-307,20250331,20200301,1284243.99,18170.0,INR,MUM,LA,CUST-67355,Financial Institution,N,TL,ABC7158,Transport,Tea,SMALL,1302413.99,8-14 Days,STANDARD,5
wekalp_ref302,20221231,DUB-USD-CC-67835-308,20250331,20200301,374966.85,16052.01,USD,DUB,LA,CUST-67835,Corporate,Y,CC,ABC1152,Aviation,Sugar,MICRO,32347035.1935,More than 2 months and upto 3 months,STANDARD,5
wekalp_ref303,20221231,DUB-GBP-CC-62156-311,20250331,20200301,141003.39,9241.23,GBP,DUB,LA,CUST-62156,Individual,N,CC,ABC5733,Software,Telecommunication,SMALL,14953471.417050004,Over 5 years and upto 7 years,SUB-STANDARD,5
wekalp_ref304,20221231,MUM-USD-CC-10466-312,20250331,20200301,737014.17,18785.03,USD,MUM,MM,CUST-10466,Cooperative Bank,N,CC,ABC7614,Shipping,Fertilizer,LARGE,62523488.82,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref305,20221231,DUB-EUR-TL-44736-313,20250331,20200301,1938880.11,9423.17,EUR,DUB,LA,CUST-44736,Cooperative Bank,Y,TL,ABC8344,Individual,Food Processing,MEDIUM,171713709.5828,Over 15 years,SUB-STANDARD,4
wekalp_ref306,20221231,DUB-INR-CC-56545-314,20250331,20200301,1171272.8,13146.95,INR,DUB,LA,CUST-56545,Individual,Y,CC,ABC5529,Real Estate,Others,SMALL,1184419.75,31 Days and upto 2 months,STANDARD,5
wekalp_ref307,20221231,DUB-INR-CC-44208-315,20250331,20200301,1255665.99,12181.89,INR,DUB,LA,CUST-44208,Financial Institution,N,CC,ABC4804,Others,Others,MICRO,1267847.88,31 Days and upto 2 months,STANDARD,5
wekalp_ref308,20221231,DUB-GBP-CM-10158-317,20250331,20200301,1268154.41,17086.29,GBP,DUB,LA,CUST-10158,Corporate,Y,CM,ABC1056,Agriculture,Iron and Steel,MEDIUM,127916793.76924999,Over 5 years and upto 7 years,STANDARD,3
wekalp_ref309,20221231,MUM-INR-CC-47407-319,20250331,20200301,301839.92,2386.94,INR,MUM,LA,CUST-47407,Individual,Y,CC,ABC4488,Agriculture,Sugar,MICRO,304226.86,31 Days and upto 2 months,STANDARD,3
wekalp_ref310,20221231,MUM-EUR-TL-51298-320,20250331,20200301,1379852.05,15268.89,EUR,MUM,LA,CUST-51298,Individual,N,TL,ABC3285,Transport,Wood,SMALL,122958984.04689999,8-14 Days,STANDARD,4
wekalp_ref311,20221231,DUB-EUR-OD-73739-321,20250331,20200301,-1488051.35,-7619.61,EUR,DUB,LA,CUST-73739,Cooperative Bank,Y,OD,ABC1835,Transport,Leather,MEDIUM,-131820960.05960003,Day - 1,STANDARD,5
wekalp_ref312,20221231,MUM-GBP-CC-54527-322,20250331,20200301,1828677.53,9170.04,GBP,MUM,LA,CUST-54527,Cooperative Bank,N,CC,ABC7750,Tourism,Tea,LARGE,182916374.023175,Over 3 Years and upto 5 years,STANDARD,5
wekalp_ref313,20221231,DUB-GBP-CM-15065-323,20250331,20200301,598174.25,2238.62,GBP,DUB,LA,CUST-15065,Corporate,Y,CM,ABC6693,Shipping,Sugar,MICRO,59757591.918925,Over 1 Year and upto 3 years,STANDARD,4
